-2.00393,2.45899e-05,
-1.93910,2.45899e-05,
-1.88016,2.32031e-05,
-1.82122,2.25393e-05,
-1.76817,2.25393e-05,
-1.70334,2.18946e-05,
-1.63851,2.12682e-05,
-1.57957,2.00688e-05,
-1.50884,1.94947e-05,
-1.44401,1.78690e-05,
-1.37917,1.68613e-05,
-1.31434,1.54552e-05,
-1.26719,1.45836e-05,
-1.21415,1.33675e-05,
-1.15521,1.19023e-05,
-1.09627,1.02945e-05,
-1.04322,9.16611e-06,
-0.990177,8.16140e-06,
-0.937132,7.05894e-06,
-0.878193,6.10540e-06,
-0.831041,4.70185e-06,
-0.789784,3.72759e-06,
-0.748527,2.95521e-06,
-0.701375,2.34287e-06,
-0.666012,1.85741e-06,
-0.642436,1.31113e-06,
-0.612967,9.52778e-07,
-0.571709,7.33747e-07,
-0.536346,5.48903e-07,
-0.506876,3.87468e-07,
-0.477407,2.73511e-07,
-0.453831,1.98756e-07,
-0.436149,1.44432e-07,
-0.430255,1.01954e-07,
-0.406680,7.62699e-08,
-0.383104,5.70562e-08,
-0.359528,4.02756e-08,
-0.341847,2.84303e-08,
-0.335953,2.00688e-08,
-0.312377,1.33675e-08,
-0.306483,9.43604e-09,
-0.288802,6.28520e-09,
-0.277014,4.18648e-09,
-0.265226,2.95521e-09,
-0.247544,2.08606e-09,
-0.235756,1.47254e-09,
-0.235756,1.47254e-09,
-0.218075,1.03946e-09,
-0.194499,7.55355e-10,
-0.170923,5.81709e-10,
-0.129666,6.72560e-10,
-0.117878,8.73326e-10,
-0.100196,1.20180e-09,
-0.0884086,1.75266e-09,
-0.0589391,1.34975e-09,
-0.0412574,1.03946e-09,
-0.00589391,8.73326e-10,
0.0117878,1.16742e-09,
0.0176817,1.51591e-09,
0.0589391,1.96842e-09,
0.0766208,1.38950e-09,
0.0884086,1.00972e-09,
0.100196,7.55355e-10,
0.100196,5.33201e-10,
0.117878,4.74756e-10,
0.135560,6.53320e-10,
0.135560,8.48343e-10,
0.135560,1.10158e-09,
0.135560,1.47254e-09,
0.141454,1.96842e-09,
0.141454,2.55601e-09,
0.135560,3.62096e-09,
0.182711,3.13183e-09,
0.194499,2.34287e-09,
0.235756,2.95521e-09,
0.282908,3.51737e-09,
0.318271,4.43669e-09,
0.335953,5.59628e-09,
0.359528,7.05894e-09,
0.388998,8.90389e-09,
0.412574,8.90389e-09,
0.436149,7.70113e-09,
0.453831,9.71393e-09,
0.453831,1.26136e-08,
0.465619,1.68613e-08,
0.495088,1.29851e-08,
0.530452,1.05977e-08,
0.536346,1.41664e-08,
0.548134,1.78690e-08,
0.554027,2.18946e-08,
0.583497,2.00688e-08,
0.630648,2.25393e-08,
0.660118,2.00688e-08,
0.701375,1.83953e-08,
0.724951,2.25393e-08,
0.742633,2.84303e-08,
0.772102,3.58610e-08,
0.795678,4.14617e-08,
0.807466,3.10168e-08,
0.819253,2.38864e-08,
0.836935,1.83953e-08,
0.860511,2.38864e-08,
0.860511,2.92676e-08,
0.860511,3.80042e-08,
0.866405,4.93489e-08,
0.866405,6.40800e-08,
0.913556,6.22469e-08,
0.931238,7.40880e-08,
0.931238,8.56590e-08,
0.948919,1.11229e-07,
0.960707,1.28601e-07,
1.00196,1.01954e-07,
1.03143,8.08282e-08,
1.05501,6.04662e-08,
1.07269,4.52337e-08,
1.10805,5.38384e-08,
1.13752,6.04662e-08,
1.16110,7.19686e-08,
1.17289,9.07785e-08,
1.19646,1.14505e-07,
1.22004,8.32086e-08,
1.23183,6.40800e-08,
1.24951,4.93489e-08,
1.27898,4.02756e-08,
1.29666,4.93489e-08,
1.29077,6.04662e-08,
1.29666,8.08282e-08,
1.30255,1.01954e-07,
1.31434,1.21348e-07,
1.33792,9.62040e-08,
1.34381,6.79099e-08,
1.37328,8.08282e-08,
1.37917,9.90372e-08,
1.40275,1.24922e-07,
1.42633,1.14505e-07,
1.45580,1.01954e-07,
1.46169,8.56590e-08,
1.47348,7.40880e-08,
1.50295,9.34519e-08,
1.52652,1.01954e-07,
1.55010,8.32086e-08,
1.55599,7.19686e-08,
1.58546,8.81816e-08,
1.61493,7.62699e-08,
1.62083,6.40800e-08,
1.63851,5.87364e-08,
1.67387,7.19686e-08,
1.68566,9.34519e-08,
1.72692,1.04956e-07,
1.74460,1.08047e-07,
1.76817,8.81816e-08,
1.77407,7.19686e-08,
1.78585,5.70562e-08,
1.78585,4.52337e-08,
1.83301,5.54239e-08,
1.86248,5.38384e-08,
1.88016,4.39397e-08,
1.89195,6.22469e-08,
1.89784,8.08282e-08,
1.90373,1.08047e-07,
1.92141,1.28601e-07,
1.93910,9.62040e-08,
1.95088,7.62699e-08,
1.97446,6.79099e-08,
